step	depth	row	col	cands	cs	val
886	24	7	8	2	49	8
887	24	7	8	1	50	9
888	25	7	6	1	45	7
889	28	6	2	1	45	6
890	23	7	5	1	47	5
891	24	6	6	1	43	4
892	26	9	4	2	54	6
893	26	9	4	1	55	8
894	21	9	1	1	50	1
895	22	9	4	1	56	9
896	18	6	7	1	42	6
897	19	4	7	1	28	2
898	22	9	4	2	57	6
899	23	9	3	1	48	9
900	25	6	2	1	46	8
901	22	9	4	1	57	9
902	23	9	3	1	48	7
903	17	5	7	2	49	2
904	18	7	8	2	50	8
905	19	4	7	1	28	6
906	22	9	4	2	57	6
907	22	9	4	1	58	8
908	23	9	5	2	47	1
909	24	8	3	1	32	8
910	23	9	5	1	47	4
911	24	9	6	1	45	1
912	25	7	3	1	52	1
913	18	7	8	1	50	9
914	19	9	4	2	58	6
915	20	9	3	1	49	9
916	22	7	3	1	53	1
917	19	9	4	1	58	9
918	20	8	3	1	33	9
919	21	1	2	1	48	9
920	17	5	7	1	49	6
921	18	4	6	2	44	1
922	19	6	7	1	42	1
923	22	7	6	1	45	8
924	24	9	4	2	58	6
925	25	9	1	1	50	7
926	24	9	4	1	58	9
927	18	4	6	1	44	2
928	19	6	7	1	42	2
929	22	5	2	2	46	2
930	23	8	3	1	33	2
931	24	9	4	1	59	6
932	28	9	1	1	51	4
933	22	5	3	1	42	2
934	23	5	2	2	46	1
935	24	3	4	1	42	1
936	26	7	3	1	54	1
937	28	1	2	1	49	6
938	29	3	3	1	29	7
939	23	5	2	1	46	3
940	24	5	1	1	43	5
941	25	5	6	2	44	1
942	26	9	4	2	59	8
943	27	9	6	1	45	4
944	31	7	3	1	54	1
945	26	9	4	1	59	9
946	27	7	8	1	50	9
947	29	9	5	1	47	2
948	25	5	6	1	44	4
949	16	9	9	1	28	2
950	17	9	4	2	59	8
951	18	9	5	2	48	1
952	19	9	6	1	45	4
953	21	8	3	1	33	8
954	23	3	6	1	42	8
955	18	9	5	1	48	4
956	19	9	6	1	45	1
957	20	7	3	1	55	1
958	21	8	3	1	33	8
959	23	9	1	1	52	5
960	17	9	4	1	59	9
961	18	8	3	1	33	9
962	19	1	2	1	49	9
963	20	2	6	1	28	9
964	21	9	5	2	48	1
965	22	7	1	1	46	8
966	21	9	5	1	48	5
967	14	6	8	1	42	5
968	12	9	7	1	43	4
969	13	7	7	2	43	2
970	14	9	8	1	28	3
971	15	9	4	1	59	7
972	16	9	5	2	49	1
973	17	9	6	1	45	2
974	19	9	2	2	57	5
975	20	9	1	1	53	6
976	21	9	3	2	49	8
977	22	9	9	1	28	9
978	25	8	1	1	47	4
979	21	9	3	1	49	9
980	22	9	9	1	28	8
981	26	7	2	1	45	8
982	30	2	2	1	45	2
983	32	5	3	1	42	8
984	19	9	2	1	57	6
985	20	9	1	1	53	5
986	22	7	8	2	50	5
987	23	4	8	1	29	8
988	22	7	8	1	50	9
989	23	4	8	1	30	8
990	16	9	5	1	49	2
991	17	9	6	1	45	1
992	18	7	3	1	55	1
993	19	9	2	2	57	5
994	20	9	1	1	53	6
995	21	9	3	2	49	8
996	22	9	9	1	28	9
997	25	8	1	1	48	4
998	21	9	3	1	49	9
999	22	9	9	1	28	8
1000	26	7	2	1	45	8
1001	30	2	2	1	45	2
1002	31	2	3	1	42	6
1003	32	2	1	1	47	8
1004	19	9	2	1	57	6
1005	20	9	1	1	53	5
1006	22	7	8	2	50	5
1007	23	4	8	1	31	8
1008	29	2	2	1	45	8
1009	22	7	8	1	50	9
1010	23	4	8	1	31	8
1011	13	7	7	1	43	3
1012	9	8	9	2	42	2
1013	10	8	8	1	43	5
1014	12	9	4	4	59	6
1015	13	9	7	2	43	1
1016	14	9	5	2	49	2
1017	15	9	6	1	45	3
1018	16	7	1	2	47	8
1019	17	8	3	1	33	6
1020	18	9	2	2	57	5
1021	19	9	1	1	53	4
1022	18	9	2	1	57	7
1023	16	7	1	1	47	9
1024	17	8	3	1	33	6
1025	18	8	2	1	48	3
1026	19	9	3	1	49	7
1027	20	9	1	1	54	4
1028	14	9	5	1	49	3
1029	15	9	6	1	45	2
1030	16	7	1	2	47	8
1031	17	8	3	1	33	6
1032	18	9	2	2	58	5
1033	19	9	3	1	49	7
1034	18	9	2	1	58	7
1035	16	7	1	1	47	9
1036	17	8	3	1	33	6
1037	18	8	2	1	48	3
1038	19	9	3	1	50	7
1039	20	9	1	1	55	4
1040	13	9	7	1	43	3
1041	14	9	5	2	49	1
1042	15	9	6	1	45	2
1043	16	7	1	2	47	8
1044	17	8	3	1	33	6
1045	18	9	2	2	59	5
1046	18	9	2	1	60	7
1047	19	8	1	1	49	1
1048	20	9	1	1	56	5
1049	23	9	8	1	28	8
1050	16	7	1	1	47	9
1051	17	8	3	1	33	6
1052	18	9	2	2	60	5
1053	19	8	1	1	49	4
1054	24	9	9	1	28	4
1055	18	9	2	1	60	8
1056	19	8	1	1	49	1
1057	14	9	5	1	49	2
1058	15	9	6	1	45	1
1059	16	8	3	1	33	6
1060	17	7	1	2	47	8
1061	18	9	2	2	60	5
1062	18	9	2	1	61	7
1063	19	8	1	1	50	1
1064	20	9	1	1	56	5
1065	23	2	1	1	48	6
1066	17	7	1	1	47	9
1067	18	9	2	2	61	5
1068	19	8	1	1	50	4
1069	24	9	9	1	29	4
1070	18	9	2	1	61	8
1071	19	8	1	1	50	1
1072	12	9	4	3	59	7
1073	13	9	7	3	43	1
1074	14	9	5	2	49	2
1075	15	9	6	1	45	4
1076	16	6	8	2	43	3
1077	17	9	8	1	29	6
1078	16	6	8	1	43	6
1079	14	9	5	1	49	4
1080	15	9	6	1	45	2
1081	16	6	8	2	44	3
1082	17	9	8	1	30	6
1083	16	6	8	1	44	6
1084	13	9	7	2	43	3
1085	13	9	7	1	44	4
1086	14	9	5	2	49	1
1087	15	9	6	1	45	2
1088	16	9	2	2	61	5
1089	17	9	3	1	50	9
1090	20	9	9	1	30	8
1091	23	7	1	1	47	8
1092	16	9	1	1	56	5
1093	17	9	2	2	61	3
1094	18	7	7	1	44	3
1095	17	9	8	1	31	3
1096	18	7	7	1	45	1
1097	20	9	2	2	61	6
1098	21	9	3	2	50	8
1099	22	9	9	1	30	9
1100	25	7	1	1	48	7
1101	28	3	1	1	42	3
1102	21	9	3	1	50	9
1103	22	9	9	1	30	8
1104	28	3	1	1	43	3
1105	20	9	2	1	61	8
1106	21	9	3	1	50	6
1107	14	9	5	1	49	2
1108	15	9	6	1	45	1
1109	16	9	2	2	61	5
1110	17	9	3	1	51	9
1111	20	9	9	1	30	8
1112	23	7	1	1	48	8
1113	16	9	1	1	56	5
1114	17	9	2	2	61	3
1115	18	7	7	1	45	3
1116	17	9	8	1	31	3
1117	18	7	7	1	46	1
1118	20	9	2	2	61	6
1119	21	9	3	2	51	8
1120	22	7	9	1	37	8
1121	25	7	1	1	49	7
1122	28	7	2	1	45	9
1123	21	9	3	1	51	9
1124	22	7	9	1	37	9
1125	29	2	1	1	49	6
1126	20	9	2	1	61	8
1127	21	9	3	1	51	6
1128	12	9	4	2	59	8
1129	13	9	2	2	61	7
1130	13	9	3	1	52	7
1131	14	2	1	2	50	2
1132	15	3	2	1	45	7
1133	16	4	2	2	43	8
1134	17	8	1	1	51	8
1135	19	9	2	1	62	1
1136	16	4	2	1	43	9
1137	17	4	3	1	51	2
1138	19	7	2	1	46	2
1139	22	6	2	1	47	8
1140	23	9	8	1	31	6
1141	14	2	1	1	50	4
1142	15	3	1	1	44	1
1143	17	1	3	1	44	9
1144	18	1	1	1	44	2
1145	12	9	4	1	59	9
1146	13	8	3	1	33	9
1147	14	1	2	1	49	9
1148	15	2	6	1	28	9
1149	16	2	2	2	46	2
1150	17	1	1	2	45	1
1151	18	1	3	1	44	3
1152	17	1	1	1	45	3
1153	18	1	3	1	45	5
1154	16	2	2	1	46	4
1155	17	2	5	2	44	7
1156	18	2	3	2	42	6
1157	18	2	3	1	43	8
1158	19	2	1	2	50	2
1159	19	2	1	1	51	6
1160	17	2	5	1	44	8
1161	18	3	3	1	30	8
1162	19	2	1	2	52	2
1163	20	1	3	1	46	5
1164	19	2	1	1	52	6
1165	9	8	9	1	42	4
1166	10	8	8	1	43	3
1167	12	7	7	2	46	1
1168	13	9	7	2	44	2
1169	14	6	8	2	45	7
1170	15	5	8	1	42	8
1171	16	7	8	2	50	6
1172	17	7	6	2	45	2
1173	18	6	7	1	42	4
1174	19	6	2	2	47	8
1175	20	4	4	1	27	8
1176	21	9	4	1	59	7
1177	22	7	3	1	55	5
1178	24	7	5	2	47	4
1179	24	7	5	1	48	8
1180	25	9	3	1	52	9
1181	19	6	2	1	47	9
1182	20	7	2	1	46	7
1183	22	7	5	1	48	3
1184	24	7	9	1	37	8
1185	25	9	2	2	63	4
1186	25	9	2	1	64	8
1187	26	8	1	1	51	1
1188	17	7	6	1	45	3
1189	18	6	7	1	42	3
1190	19	5	7	2	49	4
1191	20	4	7	1	28	6
1192	21	4	6	2	44	1
1193	22	3	6	1	43	5
1194	24	2	6	1	28	7
1195	25	8	6	1	27	8
1196	26	2	3	1	43	9
1197	28	5	6	1	45	2
1198	21	4	6	1	44	4
1199	22	3	6	1	43	8
1200	23	6	2	2	47	6
1201	24	7	3	2	55	2
1202	25	7	4	1	43	4
1203	27	3	5	1	28	4
1204	28	2	5	1	44	9
1205	24	7	3	1	55	4
1206	25	7	4	1	43	2
1207	28	9	4	1	59	7
1208	30	5	5	1	43	7
1209	33	2	4	1	43	4
1210	23	6	2	1	47	9
1211	24	7	1	1	49	9
1212	25	2	1	2	53	2
1213	26	1	3	2	47	5
1214	26	1	3	1	48	9
1215	27	2	2	2	46	8
1216	28	1	1	1	45	1
1217	29	2	6	1	28	7
1218	30	5	5	1	43	7
1219	27	2	3	1	43	8
1220	28	2	2	2	46	4
1221	28	2	2	1	47	6
1222	29	2	6	1	28	7
1223	25	2	1	1	53	4
1224	26	1	2	1	49	5
1225	19	5	7	1	49	6
1226	20	4	7	1	28	4
1227	21	4	6	2	44	1
1228	22	3	6	1	43	7
1229	24	6	2	2	47	6
1230	25	7	3	2	55	2
1231	26	7	4	1	43	4
1232	27	9	4	2	59	8
1233	28	2	6	1	29	8
1234	27	9	4	1	59	9
1235	28	5	5	1	44	9
1236	25	7	3	1	55	4
1237	26	7	4	1	43	2
1238	28	9	4	1	59	7
1239	30	7	5	1	48	5
1240	24	6	2	1	47	9
1241	25	7	1	1	49	9
1242	26	2	1	2	53	2
1243	27	9	2	2	64	3
1244	28	8	1	1	52	6
1245	27	9	1	1	56	3
1246	26	2	1	1	53	4
1247	27	1	2	1	50	5
1248	21	4	6	1	44	2
1249	22	3	6	1	43	8
1250	23	6	2	2	47	6
1251	24	7	3	2	55	2
1252	25	9	4	1	59	7
1253	24	7	3	1	55	4
1254	25	9	4	1	60	7
1255	27	5	5	1	45	9
1256	23	6	2	1	47	9
1257	24	7	1	1	49	9
1258	25	2	1	2	53	2
1259	26	1	3	2	48	5
1260	26	1	3	1	49	9
1261	27	7	9	2	37	5
1262	28	9	4	1	60	7
1263	32	7	3	1	55	7
1264	27	7	9	1	37	8
1265	28	9	4	1	60	7
1266	30	5	5	1	46	7
1267	25	2	1	1	53	4
1268	26	3	1	1	44	1
1269	16	9	8	1	32	6
1270	17	7	8	2	50	5
1271	18	6	7	1	42	3
1272	21	6	2	1	47	9
1273	22	7	1	1	49	9
1274	17	7	8	1	50	9
1275	18	4	8	1	32	5
1276	19	9	4	2	60	9
1277	20	8	3	1	33	9
1278	21	1	2	1	51	9
1279	22	2	6	1	30	9
1280	23	3	6	1	43	7
1281	24	7	5	1	49	7
1282	19	9	3	1	53	9
1283	20	1	2	1	51	9
1284	21	9	4	2	60	7
1285	22	5	5	1	47	7
1286	23	9	5	2	49	1
1287	24	9	6	1	45	4
1288	25	9	2	2	64	3
1289	26	7	2	1	46	7
1290	31	2	1	1	53	6
1291	25	9	2	1	64	5
1292	26	7	2	1	46	8
1293	23	9	5	1	49	4
1294	24	9	6	1	45	1
1295	25	9	1	2	57	3
1296	26	7	2	1	47	8
1297	25	9	1	1	57	8
1298	26	9	9	1	30	5
1299	30	7	2	1	48	7
1300	21	9	4	1	60	8
1301	22	5	5	1	47	9
1302	14	6	8	1	45	8
1303	15	5	8	1	42	9
1304	17	7	8	2	50	5
1305	18	9	8	1	32	6
1306	21	5	7	2	49	4
1307	22	4	7	1	28	6
1308	23	6	2	2	47	7
1309	24	7	3	2	56	3
1310	25	7	4	1	43	4
1311	26	6	6	1	43	1
1312	24	7	3	1	56	4
1313	25	7	4	1	43	3
1314	26	6	6	1	44	1
1315	27	9	5	1	49	1
1316	29	3	6	1	43	7
1317	23	6	2	1	47	9
1318	24	7	1	1	50	9
1319	26	9	9	1	30	9
1320	29	9	4	2	60	7
1321	30	4	1	1	27	8
1322	29	9	4	1	60	8
1323	21	5	7	1	49	6
1324	22	4	7	1	28	4
1325	25	9	4	1	61	7
1326	28	7	4	1	43	3
1327	17	7	8	1	50	6
1328	18	9	8	1	32	5
1329	19	7	9	2	37	8
1330	20	9	9	1	30	9
1331	21	9	4	2	61	6
1332	22	9	5	2	49	1
1333	23	9	6	1	45	3
1334	24	7	6	1	45	2
1335	22	9	5	1	49	3
1336	23	9	6	1	45	1
1337	21	9	4	1	61	7
1338	22	9	5	2	49	1
1339	23	9	6	1	46	4
1340	24	9	3	1	53	8
1341	25	9	2	2	64	3
1342	26	8	2	1	48	2
1343	25	9	2	1	64	6
1344	26	8	2	1	49	5
1345	22	9	5	1	49	4
1346	23	9	6	1	46	1
1347	24	9	3	1	53	8
1348	25	9	2	2	64	3
1349	26	8	2	1	50	2
1350	25	9	2	1	64	6
1351	26	8	2	1	51	5
1352	19	7	9	1	37	9
1353	20	9	9	1	30	8
1354	21	7	6	2	46	2
1355	22	6	7	1	42	4
1356	23	5	7	2	49	3
1357	24	4	7	1	28	6
1358	25	6	2	2	47	7
1359	26	1	2	1	51	9
1360	27	7	3	2	56	3
1361	28	7	4	1	44	4
1362	29	7	2	1	49	8
1363	30	7	1	1	50	5
1364	34	9	1	1	57	7
1365	27	7	3	1	56	4
1366	28	7	4	1	44	3
1367	25	6	2	1	47	9
1368	23	5	7	1	49	6
1369	24	4	7	1	28	3
1370	27	9	3	1	53	9
1371	21	7	6	1	46	3
1372	22	6	7	1	42	3
1373	23	9	4	2	61	7
1374	24	9	3	1	54	9
1375	25	9	2	1	64	6
1376	23	9	4	1	61	9
1377	24	6	5	1	28	9
1378	26	1	2	1	51	9
1379	30	3	6	1	44	7
1380	13	9	7	1	44	6
1381	14	9	4	1	61	9
1382	15	8	3	1	33	9
1383	16	1	2	1	51	9
1384	17	2	6	1	30	9
1385	18	9	5	2	49	1
1386	19	9	6	1	46	2
1387	20	7	8	1	50	9
1388	22	7	5	1	50	4
1389	18	9	5	1	49	2
1390	19	9	6	1	46	1
1391	22	7	4	1	45	3
1392	12	7	7	1	46	2
1393	13	9	7	2	44	1
1394	14	6	8	2	45	5
1395	15	5	8	1	42	7
1396	16	4	8	2	32	8
1397	17	7	8	2	50	6
1398	18	9	8	1	32	9
1399	21	9	4	2	61	7
1400	22	9	5	2	49	2
1401	23	9	6	1	46	4
1402	24	5	7	2	49	4
1403	25	4	6	1	44	1
1404	28	7	5	1	51	1
1405	30	7	4	1	46	5
1406	24	5	7	1	49	6
1407	25	4	7	1	28	4
1408	26	7	5	2	51	1
1409	27	7	4	1	47	5
1410	26	7	5	1	51	8
1411	27	7	9	1	37	5
1412	22	9	5	1	49	4
1413	23	9	6	1	46	2
1414	24	5	7	2	49	4
1415	25	4	7	1	28	6
1416	26	3	6	2	45	5
1417	27	4	6	1	44	1
1418	28	5	6	1	46	6
1419	26	3	6	1	45	8
1420	27	4	6	1	44	4
1421	28	7	9	2	38	5
1422	29	9	9	1	30	8
1423	31	7	4	1	48	1
1424	28	7	9	1	38	8
1425	29	9	9	1	30	5
1426	31	9	2	2	65	3
1427	32	2	2	1	47	8
1428	31	9	2	1	65	6
1429	32	2	2	1	48	8
1430	24	5	7	1	49	6
1431	25	4	7	1	28	4
1432	28	6	5	1	28	7
1433	29	6	6	2	44	4
1434	30	7	4	1	49	1
1435	29	6	6	1	44	8
1436	30	5	5	1	48	9
1437	32	7	3	1	56	4
1438	21	9	4	1	61	8
1439	22	7	9	1	38	8
1440	17	7	8	1	50	9
1441	18	9	8	1	32	6
1442	19	7	9	2	39	5
1443	20	9	9	1	30	8
1444	21	9	4	2	61	7
1445	22	9	3	1	54	9
1446	23	9	2	1	65	5
1447	25	8	2	1	52	6
1448	27	8	1	1	53	2
1449	29	2	2	1	49	2
1450	21	9	4	1	61	9
1451	22	8	3	1	33	9
1452	23	1	2	1	51	9
1453	24	2	6	1	30	9
1454	25	8	2	2	52	1
1455	25	8	2	1	53	5
1456	19	7	9	1	39	8
1457	20	9	9	1	30	5
1458	21	9	3	1	54	9
1459	22	1	2	1	51	9
1460	23	9	4	2	61	7
1461	24	8	2	1	54	1
1462	26	8	1	1	53	2
1463	29	2	2	1	50	2
1464	23	9	4	1	61	8
1465	24	8	2	1	54	2
1466	16	4	8	1	32	9
1467	17	7	8	2	50	6
1468	18	9	8	1	32	8
1469	21	9	4	2	61	7
1470	22	9	5	2	49	2
1471	23	9	6	1	46	4
1472	24	9	1	2	58	3
1473	24	9	1	1	59	5
1474	25	8	2	1	55	1
1475	22	9	5	1	49	4
1476	23	9	6	1	46	2
1477	24	7	9	1	39	5
1478	27	7	4	1	50	1
1479	21	9	4	1	61	9
1480	22	7	9	1	39	9
1481	25	1	2	1	51	9
1482	26	2	6	1	30	9
1483	27	7	3	2	57	1
1484	28	7	4	1	51	7
1485	27	7	3	1	57	5
1486	17	7	8	1	50	8
1487	18	9	8	1	32	6
1488	19	7	6	2	46	4
1489	20	6	7	1	42	4
1490	21	9	4	2	61	8
1491	22	8	3	1	33	8
1492	23	9	5	2	49	2
1493	24	9	6	1	46	5
1494	25	7	9	1	39	5
1495	23	9	5	1	49	5
1496	24	9	6	1	46	2
1497	21	9	4	1	61	9
1498	22	8	3	1	33	9
1499	19	7	6	1	46	5
1500	20	6	7	1	42	3
1501	24	1	2	1	51	9
1502	25	9	4	2	61	7
1503	26	9	1	1	59	8
1504	25	9	4	1	61	8
1505	14	6	8	1	45	7
1506	15	5	8	1	42	9
1507	16	4	8	2	32	5
1508	17	7	8	2	50	6
1509	18	9	8	1	32	8
1510	21	9	4	2	62	7
1511	22	5	7	2	49	4
1512	23	4	7	1	28	6
1513	24	3	6	2	45	5
1514	25	4	6	1	44	1
1515	26	9	5	2	49	2
1516	27	9	6	1	47	4
1517	32	6	6	1	44	6
1518	26	9	5	1	49	4
1519	24	3	6	1	45	8
1520	25	4	6	1	44	4
1521	26	9	5	1	50	4
1522	28	9	1	2	60	3
1523	29	8	2	1	56	2
1524	28	9	1	1	60	5
1525	29	8	2	1	57	1
1526	22	5	7	1	49	6
1527	23	4	7	1	28	4
1528	24	3	6	2	45	7
1529	25	4	6	1	44	1
1530	26	5	5	1	48	7
1531	27	7	5	2	51	1
1532	28	6	2	1	48	9
1533	27	7	5	1	51	5
1534	28	6	6	1	45	2
1535	31	9	2	1	65	6
1536	24	3	6	1	45	8
1537	25	4	6	1	44	2
1538	26	9	6	1	47	4
1539	28	6	6	1	45	6
1540	31	9	9	1	30	9
1541	21	9	4	1	62	9
1542	22	9	9	1	31	5
1543	26	2	6	1	30	9
1544	29	3	6	1	45	7
1545	30	5	7	1	49	6
1546	17	7	8	1	50	8
1547	18	9	8	1	32	6
1548	19	5	7	2	50	6
1549	20	3	6	2	45	7
1550	21	4	6	1	44	1
1551	22	9	4	2	62	7
1552	23	5	5	1	48	7
1553	24	9	5	2	50	2
1554	25	9	6	1	47	4
1555	26	6	7	1	42	3
1556	29	9	9	1	31	5
1557	34	6	2	1	49	9
1558	24	9	5	1	50	4
1559	25	9	6	1	47	2
1560	28	9	9	1	31	5
1561	22	7	4	1	52	7
1562	23	5	5	1	48	7
1563	26	9	3	1	54	8
1564	20	3	6	1	45	8
1565	21	4	6	1	44	2
1566	22	5	6	2	47	7
1567	23	4	5	1	47	1
1568	22	2	6	1	30	7
1569	23	2	1	2	54	2
1570	24	1	3	2	49	5
1571	25	2	2	1	51	4
1572	24	1	3	1	49	9
1573	25	8	6	1	27	9
1574	27	1	4	1	30	2
1575	29	7	9	1	40	5
1576	32	4	7	1	28	3
1577	34	9	5	1	50	2
1578	23	2	2	1	52	2
1579	24	1	3	2	49	3
1580	25	1	1	1	45	1
1581	24	1	3	1	49	5
1582	25	1	1	1	46	3
1583	19	4	7	1	28	6
1584	20	5	7	2	50	3
1585	21	6	7	1	42	4
1586	23	4	6	1	44	2
1587	25	9	4	1	62	9
1588	20	5	7	1	50	4
1589	21	6	7	1	42	3
1590	23	9	9	1	32	5
1591	26	1	2	1	51	9
1592	27	9	4	2	63	7
1593	28	9	1	1	60	8
1594	27	9	4	1	63	8
1595	16	4	8	1	32	8
1596	17	7	9	2	40	8
1597	18	9	9	1	32	9
1598	19	7	1	2	50	9
1599	20	6	2	2	50	9
1600	21	4	4	1	27	9
1601	22	2	1	2	54	2
1602	23	9	2	2	66	8
1603	24	8	1	1	53	1
1604	25	9	4	1	64	7
1605	29	9	3	1	55	5
1606	23	2	2	1	52	8
1607	24	1	3	1	49	9
1608	26	9	2	2	66	3
1609	27	8	1	1	53	6
1610	28	7	5	1	51	6
1611	26	9	2	1	66	4
1612	27	8	1	1	53	5
1613	22	2	1	1	54	4
1614	23	1	2	1	51	5
1615	25	3	2	1	45	3
1616	20	4	2	1	43	9
1617	21	2	1	2	54	2
1618	22	9	4	2	64	7
1619	23	7	2	1	49	7
1620	24	9	2	2	66	8
1621	25	8	1	1	54	1
1622	24	9	3	1	56	8
1623	25	9	8	1	32	5
1624	22	7	5	1	52	7
1625	23	6	6	1	45	1
1626	25	7	8	1	50	6
1627	21	2	1	1	54	4
1628	22	1	2	1	51	5
1629	24	1	3	1	49	9
1630	25	3	2	1	46	8
1631	27	3	3	1	30	3
1632	19	7	2	1	49	9
1633	20	2	1	2	54	2
1634	21	8	1	2	55	1
1635	21	8	1	1	56	5
1636	22	2	2	1	52	8
1637	20	2	1	1	54	4
1638	21	1	2	1	51	5
1639	17	7	9	1	40	9
1640	18	9	9	1	32	8
1641	19	7	8	2	51	5
1642	20	9	8	1	33	6
1643	23	6	2	1	50	9
1644	19	7	8	1	51	6
1645	20	9	8	1	33	5
1646	23	9	4	2	64	7
1647	24	9	3	1	56	9
1648	25	1	2	1	52	9
1649	23	9	4	1	64	9
1650	24	6	5	1	28	9
1651	26	2	6	1	30	9
1652	29	3	6	1	45	7
1653	13	9	7	1	44	6
1654	14	9	4	1	64	9
1655	15	8	3	1	34	9
1656	16	1	2	1	53	9
1657	17	2	6	1	30	9
1658	18	2	2	2	53	2
1659	19	9	5	2	51	1
1660	20	7	9	1	40	1
1661	19	9	5	1	51	2
1662	20	9	6	1	47	1
1663	22	7	9	1	41	1
1664	18	2	2	1	53	4
1665	19	9	5	2	51	1
1666	20	9	6	1	47	2
1667	19	9	5	1	51	2
1668	20	9	6	1	48	1
1669	7	1	9	1	27	8
1670	8	1	7	1	27	7
1671	9	8	9	3	42	1
1672	10	9	4	4	64	6
1673	11	9	7	2	44	2
1674	12	9	5	2	51	1
1675	13	9	6	1	49	3
1676	15	9	3	2	56	8
1677	16	8	2	1	58	3
1678	15	9	8	1	33	8
1679	16	4	7	1	28	8
1680	17	9	3	2	56	7
1681	18	9	9	1	32	9
1682	19	7	2	1	49	9
1683	17	9	3	1	56	9
1684	18	1	2	1	53	9
1685	19	9	2	2	66	4
1686	20	9	1	1	61	7
1687	19	9	2	1	66	5
1688	20	9	1	1	62	7
1689	22	2	2	1	53	4
1690	12	9	5	1	51	3
1691	13	9	6	1	49	1
1692	14	7	3	1	58	1
1693	15	9	3	2	56	8
1694	16	9	1	1	62	5
1695	18	2	2	1	54	8
1696	15	9	8	1	33	8
1697	16	4	7	1	28	8
1698	17	9	3	2	56	7
1699	18	9	9	1	32	9
1700	19	7	2	1	50	9
1701	17	9	3	1	56	9
1702	18	1	2	1	53	9
1703	19	9	2	2	66	4
1704	20	2	2	1	55	2
1705	19	9	2	1	66	5
1706	20	9	1	1	62	7
1707	22	2	2	1	56	4
1708	11	9	7	1	44	3
1709	12	9	5	2	51	1
1710	13	9	6	1	49	2
1711	15	9	3	2	56	8
1712	16	9	1	1	62	5
1713	18	2	2	1	57	8
1714	15	9	8	1	33	8
1715	16	8	7	1	42	6
1716	19	4	8	1	32	6
1717	24	8	2	1	59	4
1718	12	9	5	1	51	2
1719	13	9	6	1	49	1
1720	14	7	3	1	58	1
1721	15	9	3	2	56	8
1722	16	8	2	1	60	3
1723	15	9	8	1	33	8
1724	16	4	7	1	28	8
1725	19	4	8	1	32	6
1726	24	9	1	1	62	5
1727	10	9	4	3	64	7
1728	11	9	3	2	56	8
1729	12	2	1	2	54	2
1730	13	1	3	2	49	5
1731	14	2	3	1	43	9
1732	13	1	3	1	49	9
1733	14	2	2	2	58	8
1734	15	1	1	1	47	1
1735	16	1	2	2	53	5
1736	17	2	3	1	44	6
1737	24	9	1	2	63	5
1738	25	9	9	1	32	9
1739	28	8	7	1	42	8
1740	30	7	2	1	51	9
1741	31	5	3	1	43	5
1742	24	9	1	1	63	6
1743	25	8	2	1	61	2
1744	26	8	1	2	56	4
1745	27	8	7	1	42	8
1746	30	3	2	1	46	4
1747	32	5	5	1	48	9
1748	26	8	1	1	56	5
1749	27	7	1	1	50	9
1750	31	3	3	1	31	4
1751	16	1	2	1	53	6
1752	17	3	1	1	45	4
1753	18	2	3	1	44	7
1754	20	3	2	2	46	3
1755	21	3	3	1	32	5
1756	22	9	1	2	63	3
1757	22	9	1	1	64	6
1758	23	8	2	1	61	2
1759	24	9	2	1	66	4
1760	20	3	2	1	46	5
1761	21	3	3	1	32	3
1762	22	9	1	2	64	5
1763	23	8	2	1	61	3
1764	26	8	8	1	43	7
1765	28	8	1	1	56	6
1766	22	9	1	1	64	6
1767	23	8	2	1	61	2
1768	24	9	2	1	67	4
1769	14	3	2	1	46	8
1770	15	4	2	1	43	9
1771	17	9	2	1	68	1
1772	12	2	1	1	54	4
1773	13	3	1	1	45	1
1774	15	1	3	1	49	9
1775	16	1	1	1	47	2
1776	11	9	8	1	33	8
1777	12	8	8	2	43	3
1778	13	8	7	1	42	4
1779	12	8	8	1	43	5
1780	13	8	7	1	43	6
1781	14	9	3	2	56	9
1782	15	1	2	1	53	9
1783	16	2	2	2	58	2
1784	17	1	1	2	48	1
1785	18	1	3	1	49	3
1786	17	1	1	1	48	3
1787	18	1	3	1	50	5
1788	22	3	1	1	45	1
1789	16	2	2	1	58	4
1790	17	9	2	1	69	5
1791	14	9	9	1	32	9
1792	15	7	8	2	51	3
1793	16	5	7	1	50	3
1794	15	7	8	1	51	7
1795	16	4	7	1	28	8
1796	18	6	7	2	42	1
1797	19	7	6	1	46	6
1798	20	8	2	2	61	2
1799	21	9	3	1	56	6
1800	20	8	2	1	61	4
1801	18	6	7	1	42	2
1802	19	7	6	1	46	5
1803	23	9	5	2	51	1
1804	24	3	2	1	46	1
1805	23	9	5	1	51	2
1806	24	9	6	1	49	1
1807	10	9	4	2	64	8
1808	11	7	8	2	51	8
1809	12	4	7	1	28	8
1810	13	8	7	2	43	4
1811	14	8	8	1	43	3
1812	15	7	7	1	46	2
1813	13	8	7	1	43	6
1814	14	8	8	1	43	5
1815	15	5	7	2	51	1
1816	16	9	2	2	70	1
1817	17	9	5	2	51	2
1818	18	9	6	1	50	3
1819	17	9	5	1	51	3
1820	16	3	2	1	47	1
1821	17	9	1	2	64	1
1822	18	9	2	1	70	6
1823	19	8	1	1	57	3
1824	17	7	3	1	58	1
